Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2026-05-22,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27461.2,28443.85,26997.25,1:2.12,3.58%,BULLISH,Higher High-Higher Low | Bull Run Continues,25936,26991,UPSIDE: 110 points,"FMCG holding support | ITC, HUL steady amid volatility",25936 - 26991
2026-05-25,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27390.4,28391.78,27005.26,1:2.6,3.66%,NEUTRAL,Golden Cross | Resistance at 27000,25843,26863,UPSIDE: 167 points,"Chemical sector focus | Atul, Bayer gains on exports",25843 - 26863
2026-05-27,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26983.6,25672.45,27346.33,1:3.61,4.86%,STRONG BULLISH,Moving Average Crossover | Trend Change,25828,26967,DOWNSIDE: 97 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25828 - 26967
2026-05-28,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26758.8,27575.0,26313.54,1:1.83,3.05%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25973,26841,UPSIDE: 137 points,"FMCG holding support | ITC, HUL steady amid volatility",25973 - 26841
2026-05-29,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27433.0,28601.3,26964.94,1:2.5,4.26%,STRONG BULLISH,Double Bottom | Reversal Expected,25845,26925,UPSIDE: 197 points,FII flows remain positive | Foreign buying continues,25845 - 26925
2026-06-01,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27444.2,28656.57,27006.31,1:2.77,4.42%,NEUTRAL,Bearish Divergence | Profit Taking,25960,26816,UPSIDE: 102 points,Q3 earnings season | Corporate profits robust,25960 - 26816
2026-06-02,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27477.4,26595.1,27850.89,1:2.36,3.21%,NEUTRAL,Head & Shoulders | Downside Risk,25943,26951,DOWNSIDE: 72 points,"FMCG holding support | ITC, HUL steady amid volatility",25943 - 26951
2026-06-03,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26870.6,27961.51,26395.13,1:2.29,4.06%,MODERATELY BULLISH,Support Breach | Watch 25800,25969,26897,UPSIDE: 183 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25969 - 26897
2026-06-04,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26700.8,25751.39,26990.69,1:3.28,3.56%,BULLISH,Moving Average Crossover | Trend Change,25825,26895,DOWNSIDE: 154 points,Q3 earnings season | Corporate profits robust,25825 - 26895
2026-06-05,Friday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27101.0,26205.91,27432.45,1:2.7,3.3%,STRONG BULLISH,Golden Cross | Resistance at 27000,25905,26881,DOWNSIDE: 93 points,Cement stocks stable | UltraTech holding ground,25905 - 26881
2026-06-08,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26892.2,28049.58,26595.11,1:3.9,4.3%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25826,26841,UPSIDE: 194 points,FII flows remain positive | Foreign buying continues,25826 - 26841
2026-06-09,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26736.4,27432.83,26343.43,1:1.77,2.6%,NEUTRAL,Double Bottom | Reversal Expected,25814,26825,UPSIDE: 149 points,Energy stocks leading | Oil majors positive on crude rally,25814 - 26825
2026-06-10,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26814.6,27660.77,26279.86,1:1.58,3.16%,STRONG BULLISH,Head & Shoulders | Downside Risk,25979,26968,UPSIDE: 56 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25979 - 26968
2026-06-11,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26979.8,26165.19,27255.19,1:2.96,3.02%,NEUTRAL,Golden Cross | Resistance at 27000,25954,26990,DOWNSIDE: 111 points,Q3 earnings season | Corporate profits robust,25954 - 26990
2026-06-12,Friday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27359.0,26480.89,27683.34,1:2.71,3.21%,BULLISH,Double Bottom | Reversal Expected,25809,26859,DOWNSIDE: 102 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25809 - 26859
2026-06-15,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27634.2,26895.16,28092.71,1:1.61,2.67%,BULLISH,Support Breach | Watch 25800,25997,26833,DOWNSIDE: 125 points,FII flows remain positive | Foreign buying continues,25997 - 26833
2026-06-16,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26835.4,26275.91,27179.65,1:1.63,2.08%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25886,26910,DOWNSIDE: 126 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25886 - 26910
2026-06-17,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27548.6,28516.03,27248.49,1:3.22,3.51%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25871,26854,UPSIDE: 80 points,"FMCG holding support | ITC, HUL steady amid volatility",25871 - 26854
2026-06-18,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27028.8,25925.04,27439.76,1:2.69,4.08%,BULLISH,Higher High-Higher Low | Bull Run Continues,25958,26875,DOWNSIDE: 95 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25958 - 26875
2026-06-19,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26971.0,28298.03,26467.93,1:2.64,4.92%,STRONG BULLISH,Head & Shoulders | Downside Risk,25920,26842,UPSIDE: 188 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25920 - 26842
2026-06-22,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26738.2,26185.23,27224.49,1:1.14,2.07%,NEUTRAL,Moving Average Crossover | Trend Change,25835,26995,DOWNSIDE: 98 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25835 - 26995
2026-06-23,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27539.4,28272.56,27113.34,1:1.72,2.66%,STRONG BULLISH,Support Breach | Watch 25800,25910,26849,UPSIDE: 195 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25910 - 26849
2026-06-24,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26990.6,27807.1,26615.07,1:2.17,3.03%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25803,26933,UPSIDE: 106 points,FII flows remain positive | Foreign buying continues,25803 - 26933
2026-06-25,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27173.8,28333.82,26684.83,1:2.37,4.27%,BULLISH,Head & Shoulders | Downside Risk,25869,26846,UPSIDE: 155 points,"Chemical sector focus | Atul, Bayer gains on exports",25869 - 26846
2026-06-26,Friday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27696.0,26656.69,28232.97,1:1.94,3.75%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25845,26834,DOWNSIDE: 194 points,Cement stocks stable | UltraTech holding ground,25845 - 26834
2026-06-29,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27203.2,26350.67,27595.71,1:2.17,3.13%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25827,26811,DOWNSIDE: 60 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25827 - 26811
2026-06-30,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27437.4,28637.59,27157.44,1:4.29,4.37%,BULLISH,RSI Overbought | Consolidation Zone,25812,26863,UPSIDE: 96 points,Telecom strength | Bharti Airtel gains on tariff hikes,25812 - 26863
2026-07-01,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26946.6,28254.36,26571.87,1:3.49,4.85%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25861,26917,UPSIDE: 148 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25861 - 26917
2026-07-02,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27000.8,27820.92,26727.66,1:3.0,3.04%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25803,26948,UPSIDE: 55 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25803 - 26948
2026-07-03,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27040.0,26093.43,27400.48,1:2.63,3.5%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25933,26911,DOWNSIDE: 186 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25933 - 26911
2026-07-06,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27014.2,25959.7,27294.62,1:3.76,3.9%,STRONG BULLISH,Head & Shoulders | Downside Risk,25885,26826,DOWNSIDE: 108 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25885 - 26826
2026-07-07,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27195.4,25885.17,27668.78,1:2.77,4.82%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25923,26878,DOWNSIDE: 123 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25923 - 26878
2026-07-08,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27299.6,26080.03,27815.57,1:2.36,4.47%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25933,26892,DOWNSIDE: 158 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25933 - 26892
2026-07-09,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27125.8,27990.65,26609.24,1:1.67,3.19%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25857,26969,UPSIDE: 132 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25857 - 26969
2026-07-10,Friday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27492.0,28773.07,27157.55,1:3.83,4.66%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25854,26816,UPSIDE: 68 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25854 - 26816
2026-07-13,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26948.2,25698.82,27342.14,1:3.17,4.64%,BULLISH,Moving Average Crossover | Trend Change,25978,26907,DOWNSIDE: 59 points,DII support strong | Domestic funds accumulating,25978 - 26907
2026-07-14,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27211.4,28402.94,26674.82,1:2.22,4.38%,STRONG BULLISH,Bearish Divergence | Profit Taking,25952,26942,UPSIDE: 197 points,Energy stocks leading | Oil majors positive on crude rally,25952 - 26942
2026-07-15,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27508.6,28281.7,26998.85,1:1.52,2.81%,NEUTRAL,RSI Overbought | Consolidation Zone,25969,26919,UPSIDE: 153 points,Q3 earnings season | Corporate profits robust,25969 - 26919
2026-07-16,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27130.8,27924.47,26742.5,1:2.04,2.93%,BULLISH,Breakout above 26500 | Momentum Building,25939,26910,UPSIDE: 167 points,Energy stocks leading | Oil majors positive on crude rally,25939 - 26910
2026-07-20,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26911.0,25970.18,27205.21,1:3.2,3.5%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25888,26860,DOWNSIDE: 71 points,Q3 earnings season | Corporate profits robust,25888 - 26860
2026-07-21,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27458.2,28235.77,27034.53,1:1.84,2.83%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25996,26991,UPSIDE: 158 points,Q3 earnings season | Corporate profits robust,25996 - 26991
2026-07-22,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27317.4,26396.23,27592.69,1:3.35,3.37%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25864,26936,DOWNSIDE: 101 points,Q3 earnings season | Corporate profits robust,25864 - 26936
2026-07-23,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27481.6,26506.05,27773.52,1:3.34,3.55%,STRONG BULLISH,Head & Shoulders | Downside Risk,25840,26949,DOWNSIDE: 199 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25840 - 26949
2026-07-24,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27440.8,26313.56,27825.89,1:2.93,4.11%,BULLISH,Double Bottom | Reversal Expected,25801,26819,DOWNSIDE: 107 points,Energy stocks leading | Oil majors positive on crude rally,25801 - 26819
2026-07-27,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27581.0,26992.95,27875.04,1:2.0,2.13%,NEUTRAL,Bearish Divergence | Profit Taking,25826,26845,DOWNSIDE: 87 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25826 - 26845
2026-07-28,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27194.2,28174.67,26679.98,1:1.91,3.61%,STRONG BULLISH,Double Bottom | Reversal Expected,25995,26801,UPSIDE: 102 points,Q3 earnings season | Corporate profits robust,25995 - 26801
2026-07-29,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27106.4,28227.97,26757.52,1:3.21,4.14%,STRONG BULLISH,Golden Cross | Resistance at 27000,25837,26881,UPSIDE: 117 points,"Chemical sector focus | Atul, Bayer gains on exports",25837 - 26881
2026-07-30,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27481.6,28521.35,27178.04,1:3.43,3.78%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25957,26966,UPSIDE: 53 points,Telecom strength | Bharti Airtel gains on tariff hikes,25957 - 26966
2026-07-31,Friday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27663.8,28737.89,27226.66,1:2.46,3.88%,BULLISH,Bullish Engulfing | Support at 26000,25870,26839,UPSIDE: 104 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25870 - 26839
2026-08-03,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27214.0,26355.76,27700.18,1:1.77,3.15%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25855,26821,DOWNSIDE: 162 points,DII support strong | Domestic funds accumulating,25855 - 26821
2026-08-04,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26995.2,27618.43,26483.02,1:1.22,2.31%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25928,26857,UPSIDE: 164 points,"Chemical sector focus | Atul, Bayer gains on exports",25928 - 26857
2026-08-05,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27677.4,28504.77,27195.93,1:1.72,2.99%,STRONG BULLISH,Double Bottom | Reversal Expected,25985,26886,UPSIDE: 83 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25985 - 26886
2026-08-06,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27377.6,26692.9,27794.0,1:1.64,2.5%,MODERATELY BULLISH,Support Breach | Watch 25800,25846,26958,DOWNSIDE: 79 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25846 - 26958
2026-08-07,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27255.8,28064.6,26934.62,1:2.52,2.97%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25932,26863,UPSIDE: 63 points,Energy stocks leading | Oil majors positive on crude rally,25932 - 26863
2026-08-10,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27249.0,28079.71,26829.42,1:1.98,3.05%,NEUTRAL,Golden Cross | Resistance at 27000,25833,26855,UPSIDE: 105 points,Energy stocks leading | Oil majors positive on crude rally,25833 - 26855
2026-08-11,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27195.2,25983.93,27478.72,1:4.27,4.45%,NEUTRAL,Moving Average Crossover | Trend Change,25934,26851,DOWNSIDE: 101 points,FII flows remain positive | Foreign buying continues,25934 - 26851
2026-08-12,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27730.4,28744.13,27345.6,1:2.63,3.66%,NEUTRAL,Golden Cross | Resistance at 27000,25998,26966,UPSIDE: 169 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25998 - 26966
2026-08-13,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27577.6,26426.42,28065.04,1:2.36,4.17%,NEUTRAL,Breakout above 26500 | Momentum Building,25814,26879,DOWNSIDE: 91 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25814 - 26879
2026-08-14,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27090.8,28079.19,26729.59,1:2.74,3.65%,NEUTRAL,Breakout above 26500 | Momentum Building,25984,26909,UPSIDE: 142 points,"FMCG holding support | ITC, HUL steady amid volatility",25984 - 26909
2026-08-17,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27375.0,28120.85,26913.74,1:1.62,2.72%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25957,26933,UPSIDE: 170 points,Telecom strength | Bharti Airtel gains on tariff hikes,25957 - 26933
2026-08-18,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27002.2,27633.39,26533.68,1:1.35,2.34%,BULLISH,Golden Cross | Resistance at 27000,25910,26906,UPSIDE: 155 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25910 - 26906
2026-08-19,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26956.4,28040.1,26654.3,1:3.59,4.02%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25984,26899,UPSIDE: 69 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25984 - 26899
2026-08-20,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27747.6,28472.36,27391.53,1:2.04,2.61%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25817,26949,UPSIDE: 117 points,"Realty sector gaining traction | DLF, Oberoi up",25817 - 26949
2026-08-21,Friday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26984.8,25995.14,27264.66,1:3.54,3.67%,BULLISH,Bearish Divergence | Profit Taking,25821,26839,DOWNSIDE: 81 points,Q3 earnings season | Corporate profits robust,25821 - 26839
2026-08-24,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26934.0,25680.86,27347.64,1:3.03,4.65%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25859,26942,DOWNSIDE: 95 points,Cement stocks stable | UltraTech holding ground,25859 - 26942
2026-08-25,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27134.2,26123.27,27490.63,1:2.84,3.73%,NEUTRAL,Golden Cross | Resistance at 27000,25923,26899,DOWNSIDE: 87 points,"FMCG holding support | ITC, HUL steady amid volatility",25923 - 26899
2026-08-26,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27599.4,28863.93,27241.53,1:3.53,4.58%,STRONG BULLISH,Moving Average Crossover | Trend Change,25974,26832,UPSIDE: 155 points,Energy stocks leading | Oil majors positive on crude rally,25974 - 26832
2026-08-27,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27398.6,28251.51,26859.78,1:1.58,3.11%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25909,26807,UPSIDE: 180 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25909 - 26807
2026-08-28,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27554.8,28775.75,27033.52,1:2.34,4.43%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25849,26916,UPSIDE: 71 points,"FMCG holding support | ITC, HUL steady amid volatility",25849 - 26916
2026-08-31,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27227.0,28528.92,26726.96,1:2.6,4.78%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25901,26803,UPSIDE: 175 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25901 - 26803
2026-09-01,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27267.2,27925.58,26791.15,1:1.38,2.41%,NEUTRAL,Double Bottom | Reversal Expected,25875,26828,UPSIDE: 117 points,Q3 earnings season | Corporate profits robust,25875 - 26828
2026-09-03,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27517.4,26458.39,27868.12,1:3.02,3.85%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25961,26896,DOWNSIDE: 123 points,Telecom strength | Bharti Airtel gains on tariff hikes,25961 - 26896
2026-09-04,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27499.6,26332.61,28044.45,1:2.14,4.24%,NEUTRAL,Moving Average Crossover | Trend Change,25960,26990,DOWNSIDE: 180 points,DII support strong | Domestic funds accumulating,25960 - 26990
2026-09-07,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27321.8,28121.77,26956.63,1:2.19,2.93%,NEUTRAL,Double Bottom | Reversal Expected,25969,26930,UPSIDE: 90 points,FII flows remain positive | Foreign buying continues,25969 - 26930
2026-09-08,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27123.0,26148.78,27397.26,1:3.55,3.59%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25992,26910,DOWNSIDE: 135 points,Telecom strength | Bharti Airtel gains on tariff hikes,25992 - 26910
2026-09-09,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26980.2,28121.69,26654.08,1:3.5,4.23%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25864,27000,UPSIDE: 152 points,Q3 earnings season | Corporate profits robust,25864 - 27000
2026-09-10,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27201.4,26032.64,27476.05,1:4.26,4.3%,NEUTRAL,Breakout above 26500 | Momentum Building,25818,26990,DOWNSIDE: 76 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25818 - 26990
2026-09-11,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27524.6,26484.23,27825.87,1:3.45,3.78%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25858,26884,DOWNSIDE: 90 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25858 - 26884
2026-09-14,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27528.8,28104.13,27035.04,1:1.17,2.09%,NEUTRAL,Bearish Divergence | Profit Taking,25812,26907,UPSIDE: 58 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25812 - 26907
2026-09-15,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26966.0,28039.62,26501.75,1:2.31,3.98%,BULLISH,Triangle Breakout | Directional Move,25817,26868,UPSIDE: 192 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25817 - 26868
2026-09-16,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27906.2,26656.24,28324.57,1:2.99,4.48%,NEUTRAL,Support Breach | Watch 25800,25919,26948,DOWNSIDE: 125 points,DII support strong | Domestic funds accumulating,25919 - 26948
2026-09-17,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27720.4,27091.58,28157.97,1:1.44,2.27%,NEUTRAL,Bullish Engulfing | Support at 26000,25811,26839,DOWNSIDE: 114 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25811 - 26839
2026-09-18,Friday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27883.6,28512.22,27456.97,1:1.47,2.25%,BULLISH,Support Breach | Watch 25800,25979,26939,UPSIDE: 66 points,Q3 earnings season | Corporate profits robust,25979 - 26939
2026-09-21,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27675.8,27086.97,28103.63,1:1.38,2.13%,BULLISH,Support Breach | Watch 25800,25901,26837,DOWNSIDE: 107 points,Energy stocks leading | Oil majors positive on crude rally,25901 - 26837
2026-09-22,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27388.0,28207.27,27028.73,1:2.28,2.99%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25845,26919,UPSIDE: 57 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25845 - 26919
2026-09-23,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27940.2,26830.41,28247.7,1:3.61,3.97%,STRONG BULLISH,Triangle Breakout | Directional Move,25950,26945,DOWNSIDE: 119 points,Energy stocks leading | Oil majors positive on crude rally,25950 - 26945
2026-09-24,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27688.4,26623.68,28001.01,1:3.41,3.85%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25835,26947,DOWNSIDE: 179 points,"Chemical sector focus | Atul, Bayer gains on exports",25835 - 26947
2026-09-25,Friday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27294.6,27928.83,26911.36,1:1.65,2.32%,STRONG BULLISH,Golden Cross | Resistance at 27000,25950,26949,UPSIDE: 158 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25950 - 26949
2026-09-28,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27087.8,28251.97,26643.73,1:2.62,4.3%,NEUTRAL,Breakout above 26500 | Momentum Building,25995,26922,UPSIDE: 144 points,"FMCG holding support | ITC, HUL steady amid volatility",25995 - 26922
2026-09-29,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27332.0,28417.29,26960.07,1:2.92,3.97%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25944,26812,UPSIDE: 196 points,Q3 earnings season | Corporate profits robust,25944 - 26812
2026-09-30,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27427.2,28253.62,27004.66,1:1.96,3.01%,BULLISH,Head & Shoulders | Downside Risk,25985,26881,UPSIDE: 85 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25985 - 26881
2026-10-01,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27435.4,26661.93,27979.05,1:1.42,2.82%,NEUTRAL,Bearish Divergence | Profit Taking,25991,26811,DOWNSIDE: 198 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25991 - 26811
2026-10-06,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27570.6,26944.86,28004.88,1:1.44,2.27%,NEUTRAL,Double Bottom | Reversal Expected,25987,26902,DOWNSIDE: 131 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25987 - 26902
2026-10-07,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27704.8,28834.46,27367.81,1:3.35,4.08%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25826,26970,UPSIDE: 117 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25826 - 26970
2026-10-08,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27023.0,28100.7,26709.3,1:3.44,3.99%,NEUTRAL,Bearish Divergence | Profit Taking,25987,26945,UPSIDE: 89 points,Q3 earnings season | Corporate profits robust,25987 - 26945
2026-10-09,Friday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27863.2,27263.89,28285.93,1:1.42,2.15%,NEUTRAL/BEARISH,Head & Shoulders | Downside Risk,25808,26870,DOWNSIDE: 175 points,Cement stocks stable | UltraTech holding ground,25808 - 26870
